Artist,Track,URL,MP3_Path,Debut_Year,Debut_Score,Max,Mean,Std,Length,Sum,Skewness,Kurtosis,Artist_Popularity,Track_Popularity
INI,LOUD,https://open.spotify.com/track/312amIo1Pj8FH0vYMy5yOu,./downloaded_mp3/INI_LOUD.mp3,2024,100,100,61.4,40.45,5,307,-0.33,-1.85,62,47
櫻坂46,自業自得,https://open.spotify.com/track/55owiSiQaWM2YHedWobsmd,./downloaded_mp3/櫻坂46_自業自得.mp3,2024,99,99,85.8,9.98,5,429,0.03,-1.81,59,45
Creepy Nuts,Bling-Bang-Bang-Born,https://open.spotify.com/track/0kdqcbwei4MDWFEX5f33yG,./downloaded_mp3/Creepy Nuts_Bling-Bang-Bang-Born.mp3,2024,98,100,79.67,29.62,84,6692,-1.66,1.34,70,75
Mrs.GREEN APPLE,ライラック,https://open.spotify.com/track/78W4mTLIh4qoLu92W4IQhO,./downloaded_mp3/Mrs.GREEN APPLE_ライラック.mp3,2024,96,100,94.87,5.55,83,7874,-1.26,0.61,80,72
Omoinotake,幾億光年,https://open.spotify.com/track/4dmruTsdHIOjfOIeaFitXK,./downloaded_mp3/Omoinotake_幾億光年.mp3,2024,95,99,74.26,30.88,88,6535,-1.32,0.02,58,66
NewJeans,Supernatural,https://open.spotify.com/track/5ocSQW5sIUIOFojwXEz9Ki,./downloaded_mp3/NewJeans_Supernatural.mp3,2024,94,94,65.14,20.2,14,912,-0.12,-1.19,79,76
Da-iCE,I wonder,https://open.spotify.com/track/00Q3uYmFKFVYTRjbsnUq7H,./downloaded_mp3/Da-iCE_I wonder.mp3,2024,93,94,73.86,16.52,58,4284,-1.68,4.45,62,66
Mrs.GREEN APPLE,コロンブス,https://open.spotify.com/track/3ECvJ97WjbbaTsCZ64pwgI,./downloaded_mp3/Mrs.GREEN APPLE_コロンブス.mp3,2024,91,97,64.02,17.58,54,3457,-0.42,0.59,80,64
Mrs.GREEN APPLE,ケセラセラ,https://open.spotify.com/track/406ZlqOP9nLQxJFBY7d9S4,./downloaded_mp3/Mrs.GREEN APPLE_ケセラセラ.mp3,2023,88,98,83.97,12.44,133,11168,-1.58,1.49,80,63
ILLIT,Magnetic,https://open.spotify.com/track/1aKvZDoLGkNMxoRYgkckZG,./downloaded_mp3/ILLIT_Magnetic.mp3,2024,87,98,59.56,28.15,55,3276,-0.32,-1.13,76,82
Mrs.GREEN APPLE,Dear,https://open.spotify.com/track/4MYH9m9nYL5OtvtehXmNn6,./downloaded_mp3/Mrs.GREEN APPLE_Dear.mp3,2024,84,93,40.81,26.01,52,2122,0.56,-0.86,80,54
YOASOBI,アイドル,https://open.spotify.com/track/7ovUcF5uHTBRzUpB6ZOmvt,./downloaded_mp3/YOASOBI_アイドル.mp3,2023,82,100,84.21,17.06,112,9432,-1.31,2.48,74,72
Vaundy,タイムパラドックス,https://open.spotify.com/track/3jNwPOqdPvQIr5dRT0hzgY,./downloaded_mp3/Vaundy_タイムパラドックス.mp3,2024,81,94,59.97,25.16,65,3898,-0.37,-0.92,73,65
